architect_id,architectJa,architectEn,slug
4266,滋賀県土木部建築課日建設計,"SHIGA PREFECTURAL GOVERNMENT, NIKKEN SEKKEI",shiga-prefectural-government-nikken-sekkei
4267,滋賀県土木部建築課 日建設計,SHIGA PREFECTURAL GOVERNMENT. NIKKEN SEKKEL,shiga-prefectural-government-nikken-sekkel
4271,岡河貢／パラディサス＋泉創建エンジニアリング,MITSUGU OKAGAWA/PARADISUS+ IZUMI SOKEN ENGINEERING,mitsugu-okagawa-paradisus-izumi-soken-engineering
4273,林寛治＋林哲也,KANJI HAYASHI + TETSUYA HAYASHI,kanji-hayashi-tetsuya-hayashi
4279,香山壽夫＋環境造形研究所,HISAO KOYAMA ATELIER,hisao-koyama-atelier-4279
4281,土岐新建築総合計画事務所・ベン建築設計設計共同体,SHIN TOKI ARCHITECT AND ASSOCIATES + BEN ARCHITECTS & ENGINEERS,shin-toki-architect-and-associates-ben-architects-engineers
4285,オーヴ アラップ アンド パートナーズ ジャパン リミテッド＋ヘルムース オバタ カッサバゥム インク＋藤原保夫＋アルファム,"OVE ARUP & PARTNERS. JAPAN LIMITED HELLMUTH, OBATA+KASSABAUM, INC. YASUO FUJIWARA + ArFam",ove-arup-partners-japan-limited-hellmuth-obata-kassabaum-inc-yasuo-fujiwara-arfam
4286,玄・ベルトー・進来,Guen BERTHEAU-SUZUKI,guen-bertheau-suzuki
4291,住宅・都市整備公団関西支社＋坂倉建築研究所大阪事務所＋関西都市整備センター,"HOUSING & URBAN DEVELOPMENT CORP. SAKAKURA ASSOCIATES, ARCHITECTS & ENGINEERS KANSAI URBAN DEVELOPMENT CENTER",housing-urban-development-corp-sakakura-associates-architects-engineers-n-kansai-urban-development-center
4295,圓山彬雄,"URB. ARCHITECTURAL WORK SHOP CO., LTD",urb-architectural-work-shop-co-ltd
4297,上田篤,ATSUSHI UEDA + ATELIER OF URBANISM,atsushi-ueda-atelier-of-urbanism
4298,大阪市都市整備局営繕部 シーラカンス,"MUNICIPAL FACILITY MAINTENANCE DIVISION, URBAN REDEVELOPMENT AND HOUSING BUREAU OSAKA CITY GOVERNMENT. COELACANTH architects inc.",municipal-facility-maintenance-division-urban-redevelopment-and-housing-bureau-n-osaka-city-government-coelacanth-architects-inc
4302,岡田新一,SHINICHI OKADA ARCHITECT & ASSOCIATES,shinichi-okada-architect-associates
4304,香山壽夫,HISAO KOYAMA ATELIER,hisao-koyama-atelier-4304
4307,MHS松田平田＋ロバート・A・M・スターン EDSA,"MHS Planners, Architects & Engineers Robert. A. M. Stern Architects, E. D. S. A.",mhs-planners-architects-engineers-robert-a-m-stern-architects-e-d-s-a
4309,東孝光＋東環境・建築研究所／東利恵,AZUMA ARCHITECT & ASSOCIATES,azuma-architect-associates-4309
4310,波多野哲次＋パシフィックコンサルタンツインターナショナル,TETSUJI HATANO/PACIFIC CONSULTANTS INTERNATIONAL,tetsuji-hatano-pacific-consultants-international-4310
4311,山下設計＋シーザーペリ＆アソシエーツ,YAMASHITA SEKKEI INC. CESAR PELLI & ASSOCIATES,yamashita-sekkei-inc-cesar-pelli-associates
4313,NTTファシリティーズ＋都市計画設計研究所＋TAK建築・都市計画研究所 設計共同企業体,"NTT POWER AND BUILDING FACILITIES, URBAN PLANNING & DESIGN INSTITUTE, TAK ASSOCIATED ARCHITECTS",ntt-power-and-building-facilities-urban-planning-design-institute-tak-associated-architects
4314,ユー・アソシエイツ＋杉山隆建築設計事務所＋インターアーク,U ASSOCIATES. TAKASHI SUGIYAMA ARCHITECT AND ASSOCIATES INTERARC INC.,u-associates-takashi-sugiyama-architect-and-associates-interarc-inc
4315,原広司グループ,HIROSHI HARA GROUP,hiroshi-hara-group
4316,日建設計＋竹中工務店＋大林組＋電通,NIKKEN SEKKEI,nikken-sekkei-4316
4318,荒川修作＋マドリン・ギンズ／コンテナーズ オブ マインド ファンデーション ジャパン＋車戸建築事務所,"ARAKAWA & MADELINE GINS/CONTAINERS OF MIND FOUNDATION, LTD., CO. KURUMADO ARCHITECT OFFICE",arakawa-madeline-gins-containers-of-mind-foundation-ltd-co-kurumado-architect-office
4323,磯崎新アトリエ＋倉森建築設計事務所,"ARATA ISOZAKI & ASSOCIATES, ARCHITECT KURAMORI & ASSOCIATES",arata-isozaki-associates-architect-kuramori-associates
4324,新日本製鐵建築事業部建築デザイングループ,NIPPON STEEL CORPORATION BUILDING CONSTRUCTION DIVISION ARCHITECTUAL DESIGN GROUP,nippon-steel-corporation-building-construction-division-architectual-design-group
4325,松島健建築設計事務所,KEN MATSUSHIMA ARCHITECTS,ken-matsushima-architects
4327,柴田知彦・SKM設計計画事務所＋柴田いづみ建築設計事務所,TOMOHIKO SHIBATA. SKM ARCHITECTS & PLANNERS + IZUMI SHIBATA ARCHITECTS ATELIER,tomohiko-shibata-skm-architects-planners-izumi-shibata-architects-atelier-4327
4330,大阪府建築部営繕室＋日建設計,OSAKA PREFECTURAL GOVERNMENT NIKKEN SEKKEL,osaka-prefectural-government-nikken-sekkel
4332,リチャード・ロジャース・パートナーシップ・ジャパン,RICHARD ROGERS PARTNERSHIP JAPAN,richard-rogers-partnership-japan-4332
4335,環境開発研究所名古屋事務所,ENVIRONMENTAL DEVELOPMENT RESEARCH INC.,environmental-development-research-inc
4336,ジュセッペ・バローネ建築事務所,ARCHITECTURE STUDIO GIUSEPPE BARONE,architecture-studio-giuseppe-barone
4344,古市徹雄・都市建築研究所＋高橋建築設計事務所＋設計共同企業体,"FURUICHI & ASSOCIATES, TAKAHASHI ASSOCIATES JV",furuichi-associates-takahashi-associates-jv
4345,東日本旅客鉄道東北工事事務所＋ジェイアール東日本建築設計事務所＋坂茂建築設計,"EAST JAPAN RAILWAY COMPANY JR EAST DESIGN CORPORATION SHIGERU BAN, ARCHITECT",east-japan-railway-company-n-jr-east-design-corporation-shigeru-ban-architect
4351,谷内田章夫／ワークショップ,AKIO YACHIDA / WORKSHOP,akio-yachida-workshop-4351
4353,スタジオ建築計画＋山本・堀アーキテクツ,KENCHIKU design studio YAMAMOTO HORI ARCHITECTS,kenchiku-design-studio-n-yamamoto-hori-architects
4354,山下設計・大成建設設計共同体,YAMASHITA SEKKEI INC. TAISEI CORPORATION,yamashita-sekkei-inc-taisei-corporation
4355,三菱地所＋アトリエブンク＋大成建設＋岩田建設特定共同企業体,"MITSUBISHI ESTATE CO., LTD. ATELIER BNK TAISEI CORPORATION IWATA CONSTRUCTION CO., LTD",mitsubishi-estate-co-ltd-atelier-bnk-taisei-corporation-iwata-construction-co-ltd
4358,武田光史建築デザイン事務所＋ロゴス設計同人,KOJI TAKEDA & ASSOCIATES + ROGOS ARCHITECT & PARTNERS,koji-takeda-associates-rogos-architect-partners
4361,昭和設計・大成建設設計監理共同体,"SHOWA SEKKEI, TAISEI CORPORATION",showa-sekkei-taisei-corporation
4364,坂倉建築研究所東京事務所＋丸川建築設計事務所設計共同体,"SAKAKURA ASSOCIATES ARCHITECT AND ENGINEERS, MARUKAWA ARCHITECT AND ASSOCIATES",sakakura-associates-architect-and-engineers-marukawa-architect-and-associates
4366,高松伸＋高松伸建築設計事務所,SHIN TAKAMATSU ＋ SHIN TAKAMATSU ARCHITECT AND ASSOCIATES,shin-takamatsu-shin-takamatsu-architect-and-associates
4369,群馬県教育委員会管理課＋内井昭蔵建築設計事務所,S. UCHII ARCHITECT & ASSOCIATES,s-uchii-architect-associates-4369
4384,小平恵一建築研究所,KEIICHI KODAIRA ARCHITECT & ASSOCIATES,keiichi-kodaira-architect-associates
4385,内田文雄／龍環境計画,FUMIO UCHIDA / ATELIER RYU,fumio-uchida-atelier-ryu-4385
4386,アトリエ鯨,ATELIER KUJIRA,atelier-kujira
4387,羽深隆雄・栴工房設計事務所,TAKAO HABUKA & S.E.N ARCHITECT ASSOCIATES,takao-habuka-s-e-n-architect-associates
4394,郵政大臣官房施設部 ヴェンチューリ，スコット・ブラウン・アンド・アソシエイツ＋\n 丸ノ内建築事務所十清和設備設計＋千代田コンサルタント設計共同企業体,Venturi Scott Brown and Associates - MARUNOUCHI ARCHITECTS AND ENGINEERS-SEIWA EQUIPMENT DESIGN-CHIYODA ENGINEERING CONSULTANTS JV,venturi-scott-brown-and-associates-marunouchi-architects-and-engineers-seiwa-equipment-design-chiyoda-engineering-consultants-jv
4398,日建設計＋三菱地所一級建築士事務所,NIKKEN SEKKEI + MITSUBISHI ESTATE,nikken-sekkei-mitsubishi-estate-4398
4399,山本長水建築設計事務所,HISAMI YAMAMOTO & ASSOCIATES,hisami-yamamoto-associates
4403,トヨタ自動車一級建築士事務所＋清水建設設計本部,TOYOTA ARCHITECTURAL DESIGN OFFICE + SHIMIZU CORPORATION DESIGN DEVISION,toyota-architectural-design-office-shimizu-corporation-design-devision
4410,今里隆,TAKASHI SUGIYAMA ARCHITECT & ASSOCIATES,takashi-sugiyama-architect-associates-4410
4411,伊東豊雄建築設計事務所＋竹中工務店,"TOYO ITO & ASSOCIATES, ARCHITECTS TAKENAKA CORPORATION",toyo-ito-associates-architects-n-takenaka-corporation
4413,広瀬鎌二＋文化財保存計画協会,KENJI HIROSE + PLANNING INSTITUTE FOR THE CONSERVATION OF CULTURAL PROPERTIES,kenji-hirose-planning-institute-for-the-conservation-of-cultural-properties-4413
4415,アトリエブンク・二本柳共同企業体,"ATELIER BNK, NIHONYANAGI, J. V.",atelier-bnk-nihonyanagi-j-v
4416,アトリエブンク・北海道建築設計監理共同企業体,"ATELIER BNK, DO SEKKEI, J. V.",atelier-bnk-do-sekkei-j-v
4418,日本造園修景協会＋京央造園設計事務所＋渡辺設計工房,JAPAN LANDSCAPE ASSOCIATION/KEIO LANDSCAPE PLANNERS/WATANABE SEKKEI KOUBOU,japan-landscape-association-keio-landscape-planners-watanabe-sekkei-koubou
4421,中村弘道・都市建築計画設計研究所,HIROMICHI NAKAMURA AND ASSOCIATES,hiromichi-nakamura-and-associates
4425,横山正＋アルセッド建築研究所,TADASHI YOKOYAMA+AL SEDIARCHITECTURAL LABORATORY FOR SYSTEMS ENVIRONMENT DEVELOPMENT),tadashi-yokoyama-al-sediarchitectural-laboratory-for-systems-environment-development
4434,小林正美,MEIJI UNIVERSITY IKUTA GUESTHOUSE PROJECT TEAM,meiji-university-ikuta-guesthouse-project-team
4437,小材健治,KENJI KOZAI/BARN ARCHITECT & ASSOCIATES,kenji-kozai-barn-architect-associates
4439,シーザー・ペリ＆アソシエーツ＋竹中工務店,"CESAR PELLI & ASSOCIATES, TAKENAKA CORPORATION",cesar-pelli-associates-takenaka-corporation-4439
4442,豊明市財政課営繕係＋アール・アイ・エー名古屋支社,MUNICIPAL FACILITY MAINTENANCE SECTION FINANCE DIVISION TOYOAKE CITY GOVERNMENT RESEARCH INSTITUTE OF ARCHITECTURE,municipal-facility-maintenance-section-finance-division-toyoake-city-government-n-research-institute-of-architecture
4446,室伏次郎／スタジオ アルテック,MUROFUSHI JIROH／STUDIO ARTEC,murofushi-jiroh-studio-artec-4446
4451,北九州市建築都市局建築部＋宮本忠長建築設計事務所,TADANAGA MIYAMOTO ARCHITECT & ASSOCIATES,tadanaga-miyamoto-architect-associates-4451
4452,アンリ・ゲイダン＋金子文子,HENRI GUEYDAN+FUMIKO KANEKO/CIEL ROUGE CREATION,henri-gueydan-fumiko-kaneko-ciel-rouge-creation
4453,東京都財務局営繕部 川島一夫・東原克行／前川建築設計事務所,"MAEKAWA ASSOCIATES, ARCHITECTS & ENGINEERS",maekawa-associates-architects-engineers
4455,宮城県土木部営繕課・設備室 戸沼幸市＋佐藤総合計画,MIYAGI PREFECTURAL GOVERNMENT KOICHI TONUMA + AXS SATOW INC.,miyagi-prefectural-government-koichi-tonuma-axs-satow-inc
4456,建設省関東地方建設局 久米設計,KUME SEKKEI,kume-sekkei-4456
4459,広島県土木建築部都市局営繕課 日総建,HIROSHIMA PREFECTURAL GOVERNMENT + NISSOKEN,hiroshima-prefectural-government-nissoken
4461,アトリエ・ワン＋斎藤百樹建築設計事務所,ATELIER BOW-WOW + MOMOKI SAITOH ARCHITECT & ASSOCIATES,atelier-bow-wow-momoki-saitoh-architect-associates
4463,藤本壮介,SOSUKE FUJIMOTO,sosuke-fujimoto
4465,古谷誠章＋八木佐千子,NOBUAKI FURUYA + SACHIKO YAGI / STUDIO NASCA,nobuaki-furuya-sachiko-yagi-studio-nasca
4469,アルシテクトゥールステユディオ・ヘルマン・ヘルツベルハー＋小澤丈夫＋鴻池組一級建築士事務所,"ARCHITECTUURSTUDIO HERMAN HERTZBERGER + TAKEO OZAWA + KONOIKE CONSTRUCTION CO., LTD.",architectuurstudio-herman-hertzberger-takeo-ozawa-konoike-construction-co-ltd
4471,京都市都市住宅局営繕部営繕課＋吉村篤一＋建築環境研究所,RESERCH INSTITUTE OF ARCHITECTURE AND ENVIRONMENT,reserch-institute-of-architecture-and-environment
4479,田辺計画工房,KEIICHI TANABE & ASSOCIATES,keiichi-tanabe-associates
4480,日本技術開発＋都市・建築計画研究所＋フェイズアソシエイツ＋ライティング プランナーズ アソシエーツ,JAPAN ENGINEERING CONSULTANTS + URBAN - ARCHITECTURE PLANNERS/PHASE ASSOCIATES/LIGHTING PLANNERS ASSOCIATES,japan-engineering-consultants-urban-architecture-planners-phase-associates-lighting-planners-associates
4481,ナック建築事務所＋IMU建築設計事務所,"NAK, ARCHITECTS",nak-architects-4481
4482,三上建築事務所・三上清一,MIKAMI ARCHITECTS,mikami-architects-4482
4483,内藤廣建築設計事務所＋田中一光,HIROSHI NAITO/NAITO ARCHITECT & ASSOCIATES art director: IKKO TANAKA,hiroshi-naito-naito-architect-associates-n-art-director-ikko-tanaka
4486,横河健＋横河設計工房＋木村建築設計事務所,KEN YOKOGAWA ARCHITECT & ASSOCIATES + KIMURA ARCHITECT & ENGINEERS OFFICE,ken-yokogawa-architect-associates-kimura-architect-engineers-office
4490,西武建設一級建築士事務所,"SEIBU CONSTRUCTION CO., LTD",seibu-construction-co-ltd
4491,妹尾正治建築事務所,MASAHARU SENO AND PARTNERS,masaharu-seno-and-partners
4492,清水建設設計本部,SHIMIZU CORPORATION,shimizu-corporation-4492
4493,環設計・設計集団閃・アトリエNOA(沖縄県立武道館設計共同企業体),"KAN SEKKEI, SEKKEI SHUDAN SEN. ATELIER NOA",kan-sekkei-sekkei-shudan-sen-atelier-noa
4498,城戸崎和佐建築設計事務所,NAGISA KIDOSAKI & ASSOCIATES,nagisa-kidosaki-associates
4500,カウフマン96＋ロート美恵建築設計事務所,KAUFMANN96 + ROTH MIE ARCHITECT & ASSOCIATES,kaufmann96-roth-mie-architect-associates
4504,芦原建築設計研究所＋能勢設計,Y. ASHIHARA ARCHITECT & ASSOCIATES/NOSE ARCHITECTURAL OFFICE,y-ashihara-architect-associates-nose-architectural-office
4506,茨城県土木部都市局住宅課＋三上晴久＋三上建築事務所＋横須賀満夫建築設計事務所,"HARUHISA MIKAMI AND MIKAMI ARCHITECTSMITSUO YOKOSUKA ARCHITECTURAL CO., LTD.",haruhisa-mikami-and-mikami-architectsmitsuo-n-yokosuka-architectural-co-ltd
4507,伊藤寛アトリエ,HIROSHI ITO ATELIER,hiroshi-ito-atelier
4512,荒川修作＋マドリン・ギンズ／コンテナーズ オブ マインド ファンデーション,SHUSAKU ARAKAWA & MADELINE GINS/CONTAINERS OF MIND FOUNDATION,shusaku-arakawa-madeline-gins-containers-of-mind-foundation
4517,白井昱磨／白井晟一研究所,IKUMA SHIRAI / SEIICHI SHIRAF ARCHITECTURE LABORATORY,ikuma-shirai-seiichi-shiraf-architecture-laboratory
4519,早稲田大学石山修武研究室＋フジタ＋三菱重工業,OSAMU ISHIYAMA LAB. DEPARTMENT OF ARCHITECTURE WASEDA UNIVERSITY/FUJITA CORPORATION/MITSUBISHI HEAVY INDUSTORY,osamu-ishiyama-lab-department-of-architecture-waseda-university-fujita-corporation-mitsubishi-heavy-industory
4523,菊竹清訓建築設計事務所＋NAOC＋前田建設工業建築本部,"KIYONORI KIKUTAKE ARCHITECTS, NAOC, MAEDA CORPORATION",kiyonori-kikutake-architects-naoc-maeda-corporation
4524,I.C.U.／長田直之＋清水裕二,INTENSIVE CARE UNITS/NAOYUKI NAGATA + YUJI SHIMIZU,intensive-care-units-naoyuki-nagata-yuji-shimizu
4525,信州大学工学部山口満研究室＋山口設計事務所,MITSURU YAMAGUCHI/MASUO YAMAGUCHI ARCHITECT & ASSOCIATES,mitsuru-yamaguchi-masuo-yamaguchi-architect-associates
4526,西森陸雄,RIKUO NISHIMORI,rikuo-nishimori
4535,竹山聖＋アモルフアトリエミカ,KIYOSI SEI TAKE YAMA+ AMORPHE ATELIER MIKA,kiyosi-sei-take-yama-amorphe-atelier-mika
4536,日本港湾コンサルタント＋アプル総合計画事務所,"JAPAN PORT CONSULTANTS, ARCHITECTS & PLANNERS LEAGUE",japan-port-consultants-architects-planners-league
4537,大野秀敏,HIDETOSHI OHNO + ARCHITECTS & PLANNERS LEAGUE,hidetoshi-ohno-architects-planners-league-4537
4538,アルド・ロッシ　モリス・アジミ　堀口豊太＋SDA　内田繁,"ALDO ROSSI, MORRIS ADJMI, TOYOTA HORIGUCHI + SDA",aldo-rossi-morris-adjmi-toyota-horiguchi-sda
4539,みかんぐみ,MIKAN,mikan-4539
4541,坂倉建築研究所＋大成建設＋小田急建設,"ODAKYU G-BLD. DESIGN TEAM /SAKAKURA ASSOCIATES ARCHITECTS AND ENGINEERS TAISEI CORPORATION ODAKYU CONSTRUCTION CO.,LTD.",odakyu-g-bld-design-team-sakakura-associates-architects-and-engineers-taisei-corporation-odakyu-construction-co-ltd
4542,新本社ビル設計共同企業体,NIKKEN SEKKEI JR EAST DESIGN CORPORATION,nikken-sekkei-jr-east-design-corporation-4542
4543,小田急Ｇビル設計室（坂倉建築研究所・大成建設・小田急建設）,ODAKYU G-BLD. DESIGN TEAM. NIKKEN SEKKEI - JR EAST DESIGN CORPORATION,odakyu-g-bld-design-team-nikken-sekkei-jr-east-design-corporation
4544,九州旅客鉄道＋KAJlMA DESIGN＋トーニチコンサルタント＋ジェイアール九州コンサルタンツ,"KYUSHU RAILWAY COMPANY + KAJIMA DESIGN + TONICHI ENGINEERING CONSULTANTS, INC. +JR KYUSHU CONSULTANTS COMPANY",kyushu-railway-company-kajima-design-tonichi-engineering-consultants-inc-jr-kyushu-consultants-company
4545,金原孝興＋スタジオヴォイド,STUDIO VOID/TAKAOKI KANEHARA ARCHITECT,studio-void-takaoki-kanehara-architect
4548,マイケル・ロトンディ／ロトアーキテクツ＋三菱地所＋アライアーキテクツ,MICHAEL ROTONDI/ROTO ARCHITECTS + MITSUBISHI ESTATE ARCHITECTURAL & ENGINEERING OFFICE,michael-rotondi-roto-architects-mitsubishi-estate-architectural-engineering-office
4549,小河建築設計事務所,OGAWA ARCHITECTS & ENGINEERS,ogawa-architects-engineers-4549
4552,高松伸＋KAJIMA DESIGN KANSAl,SHIN TAKAMATSU KAJIMA DESIGN KANSAI,shin-takamatsu-n-kajima-design-kansai
4553,ディラー スコフィディオ 岬建築事務所,DILLER + SCOFIDIO,diller-scofidio
4554,クック・アンド・ホーリィ・アーキテクツ サニー建築設計,COOK AND HAWLEY ARCHITECTS+SANNY ARCHITECTS OFFICE,cook-and-hawley-architects-sanny-architects-office
4555,ワークステーション 司設計,WORKSTATION TSUKASA SEKKEI,workstation-tsukasa-sekkei
4556,妹島和世建築設計事務所 山清設計,KAZUYO SEJIMA & ASSOCIATES YAMASEI SEKKEI,kazuyo-sejima-associates-yamasei-sekkei
4559,KAJIMA DESIGN KANSAI／大野泰史・柴田作,KAJIMA DESIGN KANSAI,kajima-design-kansai
4560,平山昌信／艸建築工房＋西森啓史建築研究所,"MASANOBU HIRAYAMA/SOU ARCHITECTURAL FACTORY, KEISHI NISHIMORI ARCHITECT & ASSOCIATES",masanobu-hirayama-sou-architectural-factory-keishi-nishimori-architect-associates
4561,北山恒＋アーキテクチャーワークショップ,KOH KITAYAMA+architecture WORKSHOP,koh-kitayama-architecture-workshop-4561
4565,文化庁建造物課＋神戸市教育委員会＋文化財建造物保存技術協会,"coordinator: AGENCY FOR CULTURAL AFFAIRS, KOBE CITY BOARD OF EDUCATION architects: JAPANESE ASSOCIATION FOR CONSERVATION OF ARCHITECTURAL MONUMENTS",coordinator-agency-for-cultural-affairs-kobe-city-board-of-education-n-architects-japanese-association-for-conservation-of-architectural-monuments
4567,昭和飛行機工業＋竹中工務店,"SHOWA AIRCRAFT INDUSTORY , TAKENAKA CORPORATION",showa-aircraft-industory-takenaka-corporation
4572,住宅・都市整備公団関西支社＋遠藤剛生建築設計事務所,"HOUSING & URBAN DEVELOPMENT CORPORATION, TAKAO ENDO ARCHITECT OFFICE",housing-urban-development-corporation-takao-endo-architect-office
4574,長谷川逸子・建築計画工房＋横須賀満夫建築設計事務所,"ITSUKO HASEGAWA ATELIER/MITSUO YOKOSUKA ARCHITECTURAL CO., LTD.",itsuko-hasegawa-atelier-mitsuo-yokosuka-architectural-co-ltd
4576,山口隆建築研究所,TAKASHI YAMAGUCHI & ASSOCIATES,takashi-yamaguchi-associates
4579,森長組＋昭和設計,"MORICHO CORPORATION, SHOWA SEKKEL",moricho-corporation-showa-sekkel
4581,設計組織ADH,ADH ARCHITECTS,adh-architects-4581
4586,建設省関東地方建設局営繕部＋前川建築設計事務所,"MAYEKAWA ASSOCIATES, ARCHITECTS & ENGINEERS",mayekawa-associates-architects-engineers-4586
4587,早稲田大学古谷誠章研究室,"NOBUAKI FURUYA STUDIO, WASEDA UNIVERSITY",nobuaki-furuya-studio-waseda-university
4588,磯崎新アトリエ＋山本靖彦建築設計工房,"ARATA ISOZAKI & ASSOCIATES, YAMAMOTO ARCHITECTURAL DESIGN Lab.",arata-isozaki-associates-yamamoto-architectural-design-lab
4589,磯崎新アトリエ＋中森紫光建築工房(協力),"ARATA ISOZAKI & ASSOCIATES, SHIKO NAKAMORI & ASSOCIATES",arata-isozaki-associates-shiko-nakamori-associates
4590,滑川市建設部＋アーキテクチャー・ファクトリー,THE ARCHITECTURE FACTORY,the-architecture-factory-4590
4591,小泉雅生,MASAO KOIZUMI/C+A,masao-koizumi-c-a-4591
4592,小泉雅生＋小嶋一浩,C+A (COELACANTH AND ASSOCIATES),c-a
4597,東日本旅客鉄道＋鈴木エドワード建築設計事務所,EAST JAPAN RAILWAY COMPANY EDWARD SUZUKI ASSOCIATES,east-japan-railway-company-n-edward-suzuki-associates
4598,日本設計＋アルコム,NIHON SEKKEI + ARCOM,nihon-sekkei-arcom
4599,鈴木恂＋古谷誠章,"MAKOTO SUZUKI. NOBUAKI FURUYA + CAMPUS PLANNING ROOM, WASEDA UNIV.",makoto-suzuki-nobuaki-furuya-campus-planning-room-waseda-univ-4599
4604,山九建設事業本部＋KAJIMA DESIGN,SANKYU. INC + KAJIMA DESIGN,sankyu-inc-kajima-design
4605,アーキテクト ファイブ,ARCHITECT 5 PARTNERSHIP,architect-5-partnership-4605
4607,東京芸術大学＋岡田新一設計事務所,"TOKYO NATIONAL UNIVERCITY OF FINE ARTS AND MUSIC, SHIN'ICHI OKADA ARCHITECT AND ASSOCIATES",tokyo-national-univercity-of-fine-arts-and-music-shin-ichi-okada-architect-and-associates
4608,アーキテクチャー・ファクトリー,THE ARCHITECTURE FACTORY,the-architecture-factory-4608
4611,茨城県土木部営繕課＋内藤廣建築設計事務所,"IBARAKI PREFECTURAL GOVERNMENT, HIROSHI NAITO/NAITO ARCHITECT & ASSOCIATES",ibaraki-prefectural-government-hiroshi-naito-naito-architect-associates
4612,黒川紀章建築都市設計事務所ほか,"Kisho Kurokawa Architect & Associates, and others",kisho-kurokawa-architect-associates-and-others
4613,鈴木孝紀＋長島一道,TAKANORI SUZUKI + KAZUMICHI NAGASHIMA/HAL ARCHITECTS,takanori-suzuki-kazumichi-nagashima-hal-architects-4613
4614,則武建築計画設計工房,KATUYA NORITAKE ATELIER,katuya-noritake-atelier
4615,スタジオ・ヴェラーティ,STUDIO VELATI DESIGN,studio-velati-design
4616,後藤茂＋足立正,XERO DESIGN ARCHITECTS & PLANNERS,xero-design-architects-planners
4617,野生司環境設計,NOSU ARCHITECTS PLANNERS ENGINEERS,nosu-architects-planners-engineers
4622,ウシダ・フィンドレイ・パートナーシップ,USHIDA. FINDLAY. PARTNERSHIP,ushida-findlay-partnership
4628,ジガンテス＆ゼンゲリス＋島村建築設計事務所,GIGANTES ZENGHELIS ARCHITECTS + SHIMAMURA ARCHITECTS,gigantes-zenghelis-architects-shimamura-architects
4632,波多野哲次,"TETSUJI HATANO/PACIFIC CONSULTANTS INTERNATIONAL (PCI) OKAYAMA NAKASHO PUBLIC HOUSING, PHASE 1",tetsuji-hatano-pacific-consultants-international-4632
4633,遠藤剛生建築設計事務所＋岡山県設計技術センター,TAKAO ENDO ARCHITECT OFFICE + OKAYAMA SEKKEI GIJUTSU CENTER,takao-endo-architect-office-okayama-sekkei-gijutsu-center
4635,仙田満＋環境デザイン研究所・大建設計共同企業体＋三菱重工業,"MITSURU SENDA AND ENVIRONMENT DESIGN INSTITUTE, DAIKEN SEKKEI, MITSUBISHI HEAVY INDUSTRIES",mitsuru-senda-and-environment-design-institute-daiken-sekkei-mitsubishi-heavy-industries
4636,設計・計画高谷時彦事務所,TOKIHIKO TAKATANI & ASSOCIATES,tokihiko-takatani-associates-4636
4637,渡邊明次建築綜合研究室,MEIJI WATANABE & ASSOCIATES,meiji-watanabe-associates
4639,中村勉,BEN NAKAMURA & ASSOCIATES,ben-nakamura-associates
4641,インターデザインアソシエイツ,INTERDESIGN ASSOCIATES,interdesign-associates
4643,中東壽一／乃普創設計工房,HISAKAZU NAKAHIGASHI/NOHUSOU.. ARCHITECTS ATELIER,hisakazu-nakahigashi-nohusou-architects-atelier
4654,国家公務員共済組合連合会営繕部＋小河建築設計事務所,OGAWA ARCHITECTS & ENGINEERS,ogawa-architects-engineers-4654
4656,元倉眞琴／スタジオ建築計画,"KENCHIKU DESIGN STUDIO ,TOKY0",kenchiku-design-studio-toky0
4658,遠藤勝勧建築設計室,ENDO ARCHITECT & ASSOCIATES,endo-architect-associates
4661,日本競馬施設＋東畑建築事務所,"JAPAN RACING FACILITIES, TOHATA ARCHITECTS & ENGINEERS",japan-racing-facilities-tohata-architects-engineers
4663,川崎清＋環境建築研究所,KIYOSHI KAWASAKI + DESIGN INSTITUTE OF LANDSCAPE AND ARCHITECTURE,kiyoshi-kawasaki-design-institute-of-landscape-and-architecture
4667,ダニエル・リベスキンド,DANIEL LIBESKIND,daniel-libeskind
4668,エリアス・トーレス＆マルチネス・ラペーニヤ,JOSE ANTONIO MARTINEZ LAPENA-ELIAS TORRES TUR Architects,jose-antonio-martinez-lapena-elias-torres-tur-architects
4670,トム・ヘネガン,TOM HENEGHAN,tom-heneghan
4672,I.N.A.新建築研究所,INSTITUTE OF NEW ARCHITECTURE INC,institute-of-new-architecture-inc
4674,江頭慎,SHIN EGASHIRA,shin-egashira
4675,髙砂正弘,MASAHIRO TAKASAGO,masahiro-takasago-4675
4679,日本設計九州支社,NIHON SEKKEI KYUSHU BRANCH,nihon-sekkei-kyushu-branch
4689,藤野雅統／ファブリカ・アルティス,MASATO FUJINO/FABRICA ARTIS ARCHITECTS,masato-fujino-fabrica-artis-architects
4694,西沢大良＋八木敦司,TAIRA NISHIZAWA + ATSUSHI YAGI,taira-nishizawa-atsushi-yagi
4698,西森陸雄＋李斗烈,RIKUO NISHIMORI+LEE DOO YEOL,rikuo-nishimori-lee-doo-yeol
4699,福井県土木部営繕課＋石本建築事務所,ISHIMOTO ARCHITECTURAL & ENGINEERING,ishimoto-architectural-engineering-4699
